id,full_text,is_real
4769,got first round vaccine today side effects trying figure guys black suits sunglasses following around since left facility,1
4770,got first pfizer dose today nurse giving actually used preferred name,1
4771,getting first dose covid vaccine wednesday couldnt excited,1
4772,got first dose vaccine today nothing get one,1
4773,welp breaking news got first dose moderna vaccine feeling okay far,1
4774,big day tomorrow second vaccine thanks nhs little bit safer,1
4775,3 hawaii residents fully vaccinated covid19 infected 03 death rate 67 death rate,0
4776,illinois higher education workers eligible covid vaccine got first dose afternoon chicagoarea friends colleagues youre looking vaccine appointments illinois check list sites,1
4777,godzilla vs kong still theaters getting second dose vaccine go feel weird,1
4778,get second pfizer vaccine dose saturday cant wait whomst trying get brunch,1
4779,friend friend found downtown vaccine spot extra doses get scramble drive fast scramble whew made closing like gotta better way much vaccine wasted still thankful got 1st shot,1
4780,im getting first covid vaccine tomorrow,1
4781,record got first round moderna covid19 vaccine today,1
4782,received second covid vaccine shot morning excited done im want sleep ran stage life ps completely missed meeting afternoon falling asleep desk,1
4783,news signed chicago vaccine angels couple days ago scheduled first dose friday,1
4784,got first dose covid vaccine arm sore hell,1
4785,got first vaccine,1
4786,dont know safe looks like thats follow may reason people spread hoax untrue theories vaccines worst religious zealots personally dont want vaccinated dont stay away,1
4787,im overwhelmingly relieved gotten first pfizer vax today loving overwhelmingly nauseated chilled feel rn,1
4788,meanwhile chances dying covid slimming everyday herd immunity vaccine actually cant even call gene therapy,0
4789,hmm im sure vaccine ive seen shocking statistics far kind incentive inject life changing experimental gene therapy whats free donut show im vaccinated sign,0
4790,got first vaccine shot today costco westlake village ca costco organized took less 30 minutes,1
4791,come back april second dose got first dose @ los angeles california,1
4792,ready feel like trash second pfizer dose,1
4793,thankful everyone made vaccine possible,1
4794,im glad option great grandmother lost mom dad 1918 flu epidemic im ready die thankful vaccine one 3000 homeless anchorage hopes vaccinate tells,1
4795,take poison vaccine get free doughnut,0
4796,got second pfizer shot relief pray reactions symptoms,1
4797,thankful received second dose covid vaccine amazing humans achieve allow scientific method work investments highly trained scientists rather believing armchair experts internet trolls,1
4798,getting second vaccine tomorrow im like side effects gonna throw,1
4799,got second pfizer dose yesterday aside slightly sore arm ive symptoms expecting get strong immune system well see,1
4800,received second covid vaccine today happy feel great looking forward better year includes new great grandbaby hugging kissing kids grandkids,1
4801,todays glendale crosstown scooter ride special one received first dose covid19 vaccine im feeling super happy relieved thankful,1
4802,proclaim melinda house pfizer first name queen littles pancake art minty coffee dates sleepovers auntie extra partially vaccinated,1
4803,oh look quillettes founder spreading covid19 conspiracy theories fueling antiasian racism wrong theres evidence bioweapon vaccine bioweapon anything related sarscov2 developed wuhan ht,0
4804,wonderful news half adults uk received first dose covid19 vaccine thankful everyone involved huge national effort,1
4805,got second vaccine dose today im gonna take tonight tomorrow rest hope dont get fever like chai,1
4806,jus got second dose vaccine today feeling better everyone else,1
4807,today got second covid vaccine shot proud happy im done got shots feel great amazing,1
4808,europe banned astrazeneca covid vaccine much people need hear say covid vaccine therapeutics available treat covidpeople dont need dangerous vaccine,0
4809,feeling lucky second vaccine morning,1
4810,im fully,1
4811,situation update mar 1st vaccine depopulation weapons gops provaccine stance humanity h enlev le grand h,0
4812,cant rush science rushed vaccine deadly animal trails used us tuh yall better get research,0
4813,got second shot,1
4814,imagine giving child age 18 untested vaccine clue side effects sheep terrible parent,0
4815,would love african countries would demand precious metals precious stones oil back western countries since western countries dont want share vaccine,1
4816,mama got first dose vaccine im headed lick handrails oh wait thats works seriousness im thankful science incredible people made possible many people get vaccinated,1
4817,vaccine appointment,1
4818,get vaccine tomorrow im fucking thankful,1
4819,today first step getting back living life way meant lived grateful opportunity get vaccine thankful healthcare workers scientists working hard world,1
4820,got first round today first didnt agree vaccine thought decided hurt,1
4821,dose 1 yesterday bit emotional grateful cant wait move postpandemic era,1
4822,1st shot time,1
4823,bout zonked vaccine im thankful get,1
4824,save life get treat sweet tooth,1
4825,privileged gotten second vaccine dose today,1
4826,thankful gotten first dose moderna vaccine today,1
4827,second covid vaccine week,1
4828,get second vaccine thursday 8 weeks since first amazing thanks nhs,1
4829,got second dose covid vaccine fully vaccinated,1
4830,really hate people compare covid vaccine birth control side effects birth control side effects dont include death stop comparing apples oranges mention rushed vaccine meds around ages,0
4831,welp im gonna sittingstaying room come sunday brother wife seem care covid still thing cause got vaccine gonna stick room visiting thankfully day hope,1
4832,got second vaccine today,1
4833,weird completely forgot got second dose moderna vaccine 12th,1
4834,vaccinated,1
4835,got second vaccine injection today come immune system ive got people want hug,1
4836,got second dose today covidvaccine pfizer one amp long story short im feeling big difference got first dose,1
4837,got second moderna covid\vaccine todayyyyyyxxxxxxxxxxxx got second moderna covid\vaccine todayyyyyyxxxxxxxxxxxxmazel tov,1
4838,almost exactly month ill getting second vaccine jab,1
4839,got second dose pfizer shot today yippee woohoo,1
4840,got second covid vaccine friday aside nausea exhaustion second dose hit hard feel good relieved lil baby covid antibodies floating body,1
4841,got second dose pfizer vaccine today rigby got new toy good day,1
4842,got second pfizer shot 3 hours ago going side effects kick,1
4843,got first dose pfizer vaccine lets see goessss,1
4844,officially got first covid vaccine im thankful job cares much teachers set appointments paid us clock,1
4845,faces calls adults allowed looks like plan cruise summer definitely refuse,1
4846,hi break ana good conversation show today cenk got first shot covid19 vaccine saturday got moderna version covid19 vaccine second shot im excited get back gym,1
4847,jon got first covid vaccine yesterday amp today threw back obviously tell vaccine thankfully feels fine shot parents got vaccine amp ended feeling like shit couple days,1
4848,phase 2 normies dangerous vaccine properly tested vaccine sued damages kills maims sounds good,0
4849,today everyone mymy wifes immediate family either fully vaccinated received 1st vaccine im incredibly thankful amp hard work people love much safer ever wanted,1
4850,waiting patiently second vaccination,1
4851,got second dose pfizer covid vaccine,1
4852,first round covid vaccine testimony statement delivered hill today,1
4853,know option ill ask get second jab,1
4854,got second vaccine dread tomorrow one class thats good hope dont get sick,1
4855,thankful sister doesnt social media first covid vaccine today,1
4856,youre nervous feeling shitty getting vaccine especially second shot thought id say got second dose saturday morning felt fine ive rode bike 40 miles since \,1
4857,48hrs receiving first dosage moderna vaccine im still feeling lethargic achey cold still grateful,1
4858,second pfizer vaccination morning 730 im 10 hours arm bit sore im little fatigued well,1
4859,moment realize post picture receiving vaccine made several fb followers unfriend didnt realize many antivaccine friends thats ok fb im step closer getting plane,1
4860,second covid shot thursday second pfizer shot ya feel,1
4861,pfizer immune system thing experience cook county health mass vaccination center great organized moved hundreds people efficiently thankful military service men women running things nurses giving shots,1
4862,thankful opportunity receive second vaccine today light end tunnel grows brighter,1
4863,thankful dad eligible vaccine,1
4864,im happy get get second vaccine dose uga hour drive mass vaccination site bad site operated efficiently im fine trading 5 minute drive instead,1
4865,way celebrate getting arm jabbed rushed unproven vaccine accepting bribe everyday year certainly increase chance obesity diabetes,0
4866,parents appointments scheduled first dose covid vaccine friday im feeling hella thankful optimistic,1
4867,got second dose vaccine finally go back fav gloryhole dont need worry covid,1
4868,thankful well organized vaccine process nyc,1
4869,starts right,1
4870,wahoo hubby got first doses pfizer vaccine feeling thankful really didnt think going survive,1
4871,plan get commissions sketched tomorrow get second vaccine wednesday die rest week,1
4872,got second pfizer stock today woohoo,1
4873,booked second vaccine appointment,1
4874,gratitude session mom shes feeling like crap dose pfizer thankful alive 500000 people lost covid year,1
4875,anyone second dose pfizer vaccine side effects im getting second dose tomorrow im little nervous,1
4876,got never thankful get shot arm,1
4877,finally getting first vaccine shot wednesday literally might cry,1
4878,got first dose pfizer vax cant wait mingle woth humans,1
4879,tminus 1 hour till first vaccine dose,1
4880,people suffering jobless slow roll meanwhile top two officials playing game hot potato blaming well reality lebanon sinking faster titanic gasping air,1
4881,following lead 1st dose covid19 vaccine please visit,1
4882,vaccination everyones goal middlesbrough coach leo percovich amp boro legends gary pallister bernie slaven craig hignett steve vickers neil maddison received first covid19 vaccine riverside today,1
4883,feeling thankful 2nd vaccine today hollins park looking lovely way spring sunshine well organised start finish thank looking us xxx,1
4884,yes yes yes,1
4885,yall might getting covid vaccine im excueted ahdgsgahan,1
4886,thankful high bmi first time life making eligible vaccine,1
4887,2nd dose vaccine brutal,1
4888,astrazenecas covid19 vaccine provided strong protection sickness eliminated hospitalizations deaths disease across age groups latestage study united states company announced monday,1
4889,got first covid19 vaccine well say feels good taken first step thankful everyone giving getting vaccinations,1
4890,one one go legit didnt even feel needle 5 minute wait chill 15 make sure reaction done,1
4891,mums booked first vaccine weekend,1
4892,hesitant husbandi got 1st astrazeneca vaccines relieved mild aftereffects nothing serious bothersome please get vaccinated people astrazeneca vaccine 79 effective symptomatic covid19 company says cnn,1
4893,felt rough today vaccine yesterday couldnt pinpoint ive felt hungover alllllll day,1
4894,reason im getting vaccine travel country got places amp things see lol,1
4895,got second vaccine scheduled thursday,1
4896,saw posts herefb complaining unfairness nots preferential treatment getting vaccine theres always whingers thankful live country afford vaccinate people pretty much overcome covid anyway,1
4897,first shot moderna arm,1
4898,got 1st shot moderna today arm hurts thats,1
4899,literally drive anywhere vaccine idc anymore miss friends family,1
4900,got vaccine boiz lets go,1
4901,dad saying hes noting family members taking vaccine,1
4902,vaccine appointment confirmed,1
4903,scheduled first vaccine shot put,1
4904,vaccine developed astrazeneca provided strong protection covid19 large clinical trial completely preventing worst outcomes disease causing serious side effects lets get,1
4905,im nervous get vaccine,1
4906,excited signed get vaccine thursday,1
4907,someone sneak get vaccine want free krispy kreme rest year,1
4908,according putin 43 million people 3 per cent population vladimir get vaccine tuesday,1
4909,using herd immunity excuse gene therapy vaccine kids children young adults age birth 19 survival rate covid19 9999712 cases symptoms mild,0
4910,one step closer normal 25hour road trip bluffton lillith couldnt waitand @ bluffton ohio,1
4911,1st vaccine done woohoo,1
4912,received vaccine saturday feeling fine thankful,1
4913,people celebrate getting vaccine,1
4914,waiting line get,1
4915,second vaccine appointment scheduled,1
4916,back normal go restaurants travel heres expect coronavirus vaccine herd immunity via,1
4917,got first shot pfizer,1
4918,second dose covid vaccine,1
4919,vaccine,1
4920,proud announce six hour dawn volunteer shift officially joined pfizer gang,1
4921,thanks walgreens california get vaccinated 1 dose 1 go,1
4922,black people amp doctor amp religius people devils talking ife vaccines like al sharton ny black person theyre puppet clearly ife deadly vaccine talk going,0
4923,new yorkers 50 new york expands eligibility people get vaccinated 50 year old category,1
4924,taylor singing god hope get shes walking get covid vaccine,1
4925,officially halfvaxed thankful first dose covid vaccine see light end tunnel,1
4926,im really thankful able get vaccine today,1
4927,got first vaccine today fuck covid19,1
4928,tfw get girlfriend vaccine appointments,1
4929,krispy kreme trash vaccine move good boy tier marketing strategy,1
4930,register covid vaccine,1
4931,vaccines safe effective getting shot help us save lives going continue outreach communities tackle vaccine hesitancy,1
4932,think may able schedule first vaccine shot later week first time ive ever thankful immunocompromised lol,1
4933,got first dose vaccine im hereeee,1
4934,thrilled casa volunteers eligible covid vaccine part phase 1a department public health part essential workers sector three cheers return inperson meetings youth,1
4935,got one go,1
4936,breaking astrazeneca us data shows vaccine effective adults,1
4937,getting first vaccine tomorrow,1
4938,news mom got vaccine today fuck covid,1
4939,mom finally got covid vaccine shot today,1
4940,fully time party 70 favorite cocktail choice im guessing old fashion,1
4941,got covid vaccine today,1
4942,first shot moderna covid vaccine done fighting back tears thankful reid temple ame church establishing mass covid vaccination site,1
4943,big week aaron gets 1st vaccine tuesday rob gets 1st vaccine weds get 2nd vaccine thursday,1
4944,moment get vaccine im outta,1
4945,big smile mask getting first moderna covid19 dose morning thankful students arrive campus counting 6 weeks immunity even though ill wear mask distance months haha,1
4946,people refusing get vaccine people leave grocery carts parking lot,1
4947,got first shot,1
4948,tf include race signing vaccine,1
4949,done got first shot covid19 vaccine astrazeneca couldnt happy another 12 weeks go second one hopefully afterwards back tiny little bit normalcy,1
4950,got first vaccine shot finally start relief knowing soon start hanging around family,1
4951,im relieved parents vaccine today,1
4952,second covid vaccine jab uncertain world feel privileged lucky vaccinated,1
4953,70hrs moderna arm longer sore sensitivity touch 110,1
4954,happened today got first dose overjoyed suffered three intense weeks covid christmas amp new years eve waiting turn im thankful right never want virus ever,1
4955,dad waiting line get vaccine right happy everyone needs im waiting turn dying normal things without worrying stupid ppl careful,1
4956,im pfizer gay yall,1
4957,covid vaccine kinda sucks seeing everyone getting shots dont qualify yet mean im thankful im age amp weight requirements amp good health vaccine wanna able safely travel amp people,1
4958,2nd vaccine shot,1
4959,got first vaccine dose little hour ago im thankful,1
4960,finally get hands vaccine starting wednesday az must say im eternally grateful never came contact covid hermit really paid,1
4961,bit vaccine update ive headache since friday issues,1
4962,pfizer back sunroof jab diggin vaccine gangsta lean woo hoo oooo,1
4963,moderna crew,1
4964,vaccine developed astrazeneca provided strong protection covid19 large clinical trial completely preventing worst outcomes disease causing serious side effects lets get,1
4965,yess made vaccine appointment,1
4966,covid vaccine shot,1
4967,oxfordastrazeneca vaccine 100 effective severe disease hospitalization new us trial shows,1
4968,covid vaccine,1
4969,first shot thankful vaccine quick easy didnt feel thing find chance get vaccine choose get vaccine person class enjoy college campus,1
4970,krispy kreme give free doughnut every day year youve vaccinated bizarroworld free diabetes experimental gene therapy mrna vaccine sick,0
4971,astrazeneca covid vaccine deemed safe effective across ages us trial shows via,1
4972,second vaccine books amount relief feel overwhelming thankful people made possible,1
4973,preregistered covid vaccine fingers crossed get soon,1
4974,david asher vaccine bioweapon,0
4975,get free donut everyday get gene therapy pushing really going happen isnt large companies try incentivise vaccine uptake materialistic brain dead shit ive ever heard,0
4976,need vaccine asap collect free donut,1
4977,got vaccinated thanks scientists medical personnel government folks everyone made happen special shout proud team small part play dl also got say hi spirit delta,1
4978,yaaaay got letter approving get vaccine im essential,1
4979,european countries resume astrazeneca jabs safety backing,1
4980,parents went try n get vaccine amen go besties,1
4981,moderna doll full effect purrrr,1
4982,romantic date idea getting vaccine together,1
4983,fully vaccinated time party 70,1
4984,scheduled vaccine,1
4985,got first dose moderna vaccine pretty damn thrilling long year,1
4986,2 months ago said fuck vaccine today im bout steal shit give point cause im skinny qualify year im ready go back normal,1
4987,im getting 2nd covid19 vaccine shot today sadly local business giving freebies vaccinated dont get wrong love good donut diabetes krispy kreme makes bad day,1
4988,got pfizer vaccine felt like poop thankfully soreness fatigue today feeling mostly back normal still bit soreness,1
4989,djokovic comments rushed vaccine try assassinate character,0
4990,recieved pfizer vaccine feel enormously thankful whose talents dedication service others helping us overcome epidemic,1
4991,take vaccine wish go get life back dont wait youre allowed could late,1
4992,ipoe got 2nd covid vaccine shot forum inglewood morning guess across street sofi,1
4993,astrazeneca us data shows vaccine effective adults,1
4994,hi finally got vaccine appointment,1
4995,1st dose covid vaccine,1
4996,krispy kreme give free donut every day 2021 show covid19 vaccine card respond,1
4997,grandma bootsy got first covid vaccine today 83 hard time booking appt doesnt state issued id thankful found place would take check grandma bootsys life make sure theyre protected,1
4998,karen got pfizer dose morning wrote ig im grateful scientists worked hard develop lifesaving vaccines amp thankful protection provide family amp people come contact today good day,1
4999,first covid vaccine shot today second vaccine 19th april,1
5000,know sounds ridiculous feel like everyone gotten vaccine except,1
5001,got 2nd covid vaccine shot although first hesitant getting vaccinated im glad feel strong sense calm hope motivates brave amp get vaccine available,1
5002,finally got covid vaccine appointment baby,1
5003,got vaccine shot,1
5004,anxiety getting vaccine roof excited thankful mf cant stop shaking,1
5005,tennessee open vaccine eligibility starting april 5 via,1
5006,im scheduled get vaccination thursday name finally came list chronic issues,1
5007,thankful day getting 2nd vaccine oof feel awful,1
5008,got vaccine shot one one go,1
5009,antivaxxers claiming advertising vaccine violates nuremberg code favorite stupid thing today,1
5010,huge team longest health center made extremely swift efficient process get first dose covid thankful access worked make possible onward,1
5011,whatever may think virus origins capitalism use bioweapon humanity allowing sort democratic response climate crisis thats happy monday,0
5012,sister getting first shot moderna covid vaccine today thank work vaccine also spending free time communicating science us twitter,1
5013,covid vaccines produced astrazeneca moderna based messenger rna otherwise known mrna live virus vaccine provoke rapid immune response flooding body white cells leading blood clots,0
5014,already get vaccine,1
5015,im happy also irrationally jealous towards already gotten vaccine,1
5016,sputnik v thats thats tweet,1
5017,utah friends use link make vaccine appointment andor find information,1
5018,humbled delighted proud thankful covid19 vaccination today deepest thanks involved amp norm 10 years 10 months huge kudos teams,1
5019,update 30 mins observation passed im okay thankful privilege receive vaccine science,1
5020,1 love amp sp much supported years disappointed pushing socalled vaccine actually unproven gene therapy really say jesus would support,0
5021,urgent doctor warns experimental covid vaccine really dangerous gene therapy,0
5022,astrazeneca vaccine likely become available coming weeks found 79 effective preventing symptomatic illness said dr gary anthone states chief medical officer,1
5023,got shot today grateful coming together 10 second shot please schedule appointment get vaccine,1
5024,im vaccine registry,1
5025,2nd vaccine done,1
5026,happy whole family got first vaccine weekend im getting mine thursday,1
5027,got vaccine think emotion feel relief,1
5028,jeeeeez many vaccine experts,1
5029,dr sherri tenpenny explains depopulation covid vaccines start working 36 months reinette senum refused care family injured vaccine cancel culture lives,0
5030,got dose 1 pfizer,1
5031,got dose 1 covid vaccine morning minor allergic reaction thats stopping getting dose time comes together,1
5032,got 1st dose moderna today,1
5033,end nasty side effects vaccine still feel rubbish made work today still good day hopefully good night sleep tonight ill back form,1
5034,12 ive tweeted texted gotten confirmation bioweapon ampvirus stepford wife smirked abt interview wuschamberofcommerce get may well carriers virus,0
5035,thankful scientists doctors first responders volunteers leaders made possible vaccine amazing,1
5036,arrived home late last night morning get text sister bro law tested covid set rapid test im quarantine thankful 2 people came contact gotten vaccine,1
5037,grandparents first dose covid vaccine thankful able get feel little safe crazy world,1
5038,thankful parents got vaccine time give birth better peace mind meet granddaughter,1
5039,nhs deserves vaccine bounce says gp via,1
5040,would like vaccine please,1
5041,husband finally vaccine appointment amp thankful works ups warehouse around numerous coworkers amp worried catching virus feels like millennia double masks despite physical labor barely breathe,1
5042,beyond grateful get vaccine soon,1
5043,yah girl got first dose vaccine,1
5044,scheduled first round vaccine saturday afternoon nervous feeling crappy amp generally nervous man ill thankful said amp done,1
5045,covid vaccine mon 22 mar 2021 120000 cdt,1
5046,vaccined let summer begin,1
5047,finally got first dose la vaccine,1
5048,get second vaccine dose tomorrow im really nervous know ill okay hate needles,1
5049,alright got 5g gene therapy shot appointment go moderna pfizer,0
5050,got first dose covid vaccine lets gooooooooooooooo,1
5051,moderna side effectsjab 3 pm effects next day 10am fever 1006 body aches headache dry cough body says wtf,1
5052,us data shows astrazeneca vaccine effective ages via,1
5053,finally excited going sons house days havent seen family since last summer ive vaccine injections im ready visit,1
5054,us trial astrazeneca jab confirms safety,1
5055,oxfordastrazeneca vaccine works,1
5056,first vaccine,1
5057,using herd immunity excuse gene therapy vaccine kids,0
5058,using herd immunity excuse gene therapy vaccine kids,0
5059,got first dose vaccine,1
5060,father booked first vaccine shot tomorrow second one july recommended timing manufacturers playing fire make claims election shameful,1
5061,time dealing covid vaccine millions ppe kits masks experience treating lakhs patients time fail excuse,1
5062,huge thank amp helping figure get damn vaccine got one morning im thankful still looking follow,1
5063,thankfully able get second dose today alhamdolillah got covid vaccine doses,1
5064,pakistan start importing chinas cansino covid vaccine commercial sale,1
5065,donut talk vaccine perks ive shot,1
5066,kay im registered get covid vaccine im thankful atrisk family members others get please jab fuckin thing already begging,1
5067,parents first vaccine appointments,1
5068,guess whos eligible vaccine today due preexisting condition,1
5069,booked moms vaccine appointments online process smooth easy hope nice feeling right,1
5070,turns scheduling vaccine hardest part,1
5071,vaccine tomorrow thank youuuuu,1
5072,using herd immunity excuse gene therapy vaccine kids,0
5073,got mother booked covid19 vaccine morning took less 20 minutes wait queue get first second shots secured relieved,1
5074,mom booked vaccine appointment dad april 7,1
5075,europes problem astrazeneca jab,1
5076,booked vaccine appointment,1
5077,death injection doctors around world issue dire warning get covid vaccine via,0
5078,take vaccine experimental gene therapy virus survival rate 99 special kind stupid,0
5079,get mom booked vaccine,1
5080,waahoo got hair booked today done 7 months got second vaccine booked well productive monday,1
5081,bbc news covid vaccine us trial astrazeneca jab confirms safety,1
5082,using herd immunity excuse gene therapy vaccine kids another miracle science going blessing curse,0
5083,got turn vaccine finished,1
5084,antivaxx coworker trying explain vaccine poison said hank aaron took vaccine hes dead mean illuminati powerful make distribute poison vaccine public none hammerin hanks phone number,0
5085,happy monday sun dad booked get first covid vaccine tomorrow,1
5086,people assume gonna bugs glitches first run didnt buy new xbox came put faith untested vaccine zero long term studies shove inside bodies soon,0
5087,im pfizer zaddy,1
5088,parents booked vaccines last week easy get father booked today got booked half hour mom thank updates vaccine qualifications,1
5089,get second vaccine im making first thing see,1
5090,booked appt first vaccine,1
5091,got make appointment get first dose pfizer vaccine morning happy thankful,1
5092,better half scheduled first vaccine thursday woo hoo,1
5093,obesity leading factor behind adverse outcomes coronavirus like hey get experimental gene therapy well ply face high calorie donuts year health fun #science,0
5094,vaccine rollout set shift high gear major surge expected deliveries,1
5095,getting first vaccine shot next monday,1
5096,2 weeks past 2nd dose moderna vaccine thankful forand still wearing mask 8 hrs day work bellyaching,1
5097,get covid19 details,1
5098,quarantine vaccinate donut circle complete,1
5099,second vaccine today thankful science combined care great job team thank,1
5100,learning disability soon receive invite book covid19 vaccine booked vaccine contact gp book annual health check,1
5101,waiting get vaccine sorkwclrkg,1
5102,guess ill getting covid vaccine week,1
5103,vaccine booked sunday,1
5104,happy day mother motherinlaw booked shots morning 75 older,1
5105,publix covid vaccine appts remaining south florida highlands 22 miamidade 10 broward 7 manatee 4 sarasota 1 palm beach 1 charlotte 1 booked monroeleedesotocollier,1
5106,keep messaging vaccine cant afford deal potential side effects right bday coming things,1
5107,second vaccine booked,1
5108,vaccine appointment reason get dressed,1
5109,still dont know issues aunts eyes scheduled another appointment week also told doctor wouldnt getting vaccine still issues getting scheduled well,1
5110,know someone first dose vaccine quite early give call drop message remind second dose coming soon attend contacted already appointment booked,1
5111,finally took first dose covid vaccinedelayed better late never yay,1
5112,booyah got az asda,1
5113,somewhere uganda someone could selling vaccine privately already,1
5114,using herd immunity excuse gene therapy vaccine kids,0
5115,dad got vaccine fuckin proud,1
5116,saw video chanting stick poison vaccine arse london,0
5117,happy monday dad age 75 booked vaccine appt,1
5118,booked first vaccine dose friday booked second april 16th,1
5119,krispy kreme giving free doughnuts year get covid vaccine,1
5120,thankful received vaccine today thank,1
5121,husband conversation someone said waiting get vaccine experimental gene therapy quick internet search phrase revealed 1 article correcting statement followed 8 conspiracy stories,0
5122,getting poison vaccine,0
5123,second vaccine appt booked invited 3 weeks earlier planned,1
5124,get first round vaccine today,1
5125,covid vaccine side effects lasted 48 hrs got headache body aches sore arm,1
5126,thats pfizer jag number 2 louisa jordan feeling lucky thankful,1
5127,differences pfizerbiontech moderna covid19 vaccines gene therapy,0
5128,eugenics elites plan depopulation vaccine full swing wheres cavalry,0
5129,vaccine science really cool interesting,1
5130,good morning roy booked march 24th 10am moderna vaccines publix omg gonna free 2nd shot april 21st 10am roof thats us 1981 april 19th 40th anniversary almost year,1
5131,super grateful brother right ive got 2 pfizer doses scheduled,1
5132,booked first vaccination appointment thru,1
5133,oh yay muscle aches body chills even sweats heating pad may feel like shit still grateful covid vaccine wont change oh reminds micro binge months back lol,1
5134,imma wake tomorrow vaccine,1
5135,50 healthcare worker amp yet booked vaccine popup vaccine clinic taking place gillani noor masjid saturday 27 march book call 02475 267329 open 900500 tuesday 23 march appointments must prebooked,1
5136,booked first vaccine emotional grateful,1
5137,yeah open 75 plus booked vaccine,1
5138,vaccine really gene therapy causing covid variants vaccine pandemic,0
5139,slept awful last night restless feeling hot im feel even worse feel like im drunk heavy headed plus side 1st vaccine im grateful,1
5140,got first dose pfizer vaccine today hoped feel relief mostly feel numb im intensely grateful treated milkshake,1
5141,received first dose moderna today phenomenal booked appointments clear favorite sister year truly lucky grateful,1
5142,got first vaccine shot portland im grateful massive operation oregon convention center running like well oiled machine,1
5143,idk take 2nd vaccine shot lol,1
5144,fight european political union vaccine merely device make people geographical areas defend side increase uptake mid long term untested vaccine,0
5145,im kinda hyped also anxious getting vaccine later today,1
5146,finally got appointment take first vaccine shot cancelled first appointment due texas winter storm overweight diabetic relieved,1
5147,yall im honestly grateful friend covid vaccine updates shares facebook got aunt vaccinated shes last one ive trying get,1
5148,wonder man really died ccp 19 even taken astrazeneca vaccine maybe killed keep cover deadly vaccine unsafe people,0
5149,got vaccine yesterday,1
5150,last year didnt believe vaccine could developed quickly people would take rushed vaccine virus spares dont believe get us back normal seriously hoping im wrong,0
5151,pfizer 1 amp 2 booked 81 year old mum nice couple days bergerac,1
5152,booked vaccine next monday excited understatement,1
5153,scheduled 2nd vaccine shot afternoon happy monday indeed,1
5154,getting c0vid vaccine soon lt3 excited cure chinese bioweapon get shot forget government cant shhttrust plan q,0
5155,week 1 year ago public schools closed dow dropped 3000 pts amp pfizer signed deal biontechwhich reaped benefits driving 3hrs pouring rain mental montage 2020 never felt grateful sore arm,1
5156,look date march 15 2020 covid 19 scamdemic radical leftists marxist regime deep state aka dems real agenda keep us fear mandate deadly vaccine world didnt count us waking finding evil agenda truth told,0
5157,got second pfizer shot today thank much scientists,1
5158,eligible vaccine today theres appointment available booked 2 months totally sucks,1
5159,covid vaccine booked,1
5160,asshole scoffed leery called vaccine humans around hundreds thousands years without vaccines hundreds millions people want get injected experimental bioweapon never tested,0
5161,vaccine doses booked relief 1 week 1 june,1
5162,amazing time volunteering today got check people covid19 vaccine met many nice people event wellorganized grateful get vaccine thanks opportunity,1
5163,im excited ill receiving first dose moderna vaccine tomorrow im excited feels like christmas eve,1
5164,reaction second dose vaccine left bed ridden exhausting simultaneously grateful,1
5165,got first dose pfizer vaccine yesterday im really grateful,1
5166,grateful received first covid vaccine dose today thank health care workers pharmaceutical research teams everyone else working disease since day one getting better slowly,1
5167,mum booked first covid vaccine weekend given australian borders remain closed near impossible get home makes feel relieved,1
5168,got booked first vaccine dose 330 lets gooooo,1
5169,getting vaccine tomorrow im deff super nervous,1
5170,gene therapy vaccine,0
5171,body aches burning astrazeneca vaccine nasty covid anything like im glad,1
5172,able book appointment first dose covid vaccine cant stop crying feel grateful happy right,1
5173,gp realest asked vaccine booked lets gooo,1
5174,never ever think going lucky enough get vaccine weekend upon chance got word freezer conked amp popup clinic needed distribute 200 shots day done im incredibly grateful arm little sore feeling great,1
5175,getting vaccine today feeling nervous grateful excited,1
5176,sat waiting first covid vaccine jab mom got times dates booked far 5 policemen also coming jab pretty strange funny go process,1
5177,dad gets first vaccine tomorrow,1
5178,feeling grateful received covid vaccine dreamed year ago part keep everyone safe college athlete future educator cant wait compete nationals april,1
5179,using herd immunity excuse gene therapy vaccine kids via,0
5180,covid vaccine booked thursday might take friday stream side effects lame,1
5181,well thats made feel old booked covid vaccine shot wednesday morning,1
5182,would trust someone favor depopulation promotes covid19 vaccine could vaccine lead plague described revelation virus mutate become vaccine resistant leaving take vaccine protection,0
5183,put sleepy time tea folks vaccine research stuff strong,1
5184,got vaccine earlier today arm soooo fucking sore lol,1
5185,wish doctors would leave alone ringing see youve booked vaccine sent reminder friday mate asthma control give someone needs thanks xo,1
5186,government puts fluoride water puts bariumaluminum sky detonated 1032 nuclear bombs oked 69 carcinogens cigarettes doesnt help homeless vets gives drugs homeless genuinely want save life untested vaccine,0
5187,educator personally extremely grateful hardworking dch employees worked make schools safer place teachers glad honored,1
5188,booked covid vaccine jab saturday second one june doin bit,1
5189,round 1 pfizer done,1
5190,grateful work organization recognized going beyond recruiting early talent even unprecedented times,1
5191,eugenics elites plan depopulation vaccine full swing wheres cavalry must see videos never news entertaining alternative news,0
5192,thank everyone part popup team grateful god answering prayers giving us vaccine film special thanks nhswebsite jesus house volunteers medical team,1
5193,havent long got phone doctors got vaccine booked thursday whoop whoop,1
5194,wow unfriend fb friend doctor nz fully bought covid vaccine gene therapy nonsense good riddance,0
